REVIEW ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE
398,Trip Advisor,NanuNittu,10/16/14,Pale beauty,"Being residing in Bangalore I never visited this pace , so thought of visiting this temple on my birthday . The parking area is horrible as if we have come to some rural place . Everyone told us to visit dis place 4 sure but nothing was revealing there. A huge crowd dats it. The Main temple had a big que to have Darshan. It is as good as a normal temple with huge space where nothing is der. There is a restaurant der , I didn't go der , but atleast if u r hungry u can munch something there.",3,POSITIVE
1616,Trip Advisor,NanuNittu,10/16/14,Pale beauty,"Being residing in Bangalore I never visited this pace , so thought of visiting this temple on my birthday . The parking area is horrible as if we have come to some rural place . Everyone told us to visit dis place 4 sure but nothing was revealing there. A huge crowd dats it. The Main temple had a big que to have Darshan. It is as good as a normal temple with huge space where nothing is der. There is a restaurant der , I didn't go der , but atleast if u r hungry u can munch something there. People who are eager to see this place should visit after 6 pm so that u can see the lightings n fountain there. Just a one time watch .",3,POSITIVE
399,Trip Advisor,Priyanka91,10/16/14,Must visit!,This plac is a must visit. The main arti in d evening shall not be missed. Loved their hospitality. Place is very peaceful and calm.,4,POSITIVE
1617,Trip Advisor,Priyanka91,10/16/14,Must visit!,This plac is a must visit. The main arti in d evening shall not be missed. Loved their hospitality. Place is very peaceful and calm.,4,POSITIVE
402,Trip Advisor,sspatankar,10/18/14,one of the largest krishna tem,Really an enchanting experience..quite nicely managed campus...with all amenities....even for the life members the resthouse is nicely managed with free food( i loved the shreera with kesar) I stayed there for 2 days as every life member is entitled to stay for max. 3 days.. Situated on a hill....,4,POSITIVE
1620,Trip Advisor,sspatankar,10/18/14,one of the largest krishna temple,Really an enchanting experience..quite nicely managed campus...with all amenities....even for the life members the resthouse is nicely managed with free food( i loved the shreera with kesar) I stayed there for 2 days as every life member is entitled to stay for max. 3 days.. Situated on a hill....,4,POSITIVE
403,Trip Advisor,KenyRS,10/21/14,Must visit Temple.,"The temple has a unique way to calm down your temper. You must visit this temple whenever you are in Bangalore, the 108 times, chanting of Hare Krisna and Hare Rama before you visit the temple, clams you down from hectic city life. You must not miss the evening prayers. Be there by 6 PM so as to reach in time for Aarti. Visited October 2014",5,POSITIVE
1621,Trip Advisor,KenyRS,10/21/14,Must visit Temple.,"The temple has a unique way to calm down your temper. You must visit this temple whenever you are in Bangalore, the 108 times, chanting of Hare Krisna and Hare Rama before you visit the temple, clams you down from hectic city life. You must not miss the evening prayers. Be there by 6 PM so as to reach in time for Aarti. Visited October 2014",5,POSITIVE
141,Google + HK HILL,Laxman Bujju,10/25/14,,Have 2 improve,3,POSITIVE
404,Trip Advisor,TRAVSV,10/26/14,NICE PLACE,"Short visit but it was very pleasant, chanting hare rama hare krishna, on the hill very good moderate climate when we visited Visited September 2014",5,POSITIVE
1622,Trip Advisor,TRAVSV,10/26/14,NICE PLACE,"Short visit but it was very pleasant, chanting hare rama hare krishna, on the hill very good moderate climate when we visited Visited September 2014",5,POSITIVE
406,Trip Advisor,anand_ag121,10/28/14,One and only thing. Peace.,Most peaceful place for me in Bangalore. Whenever I feel low I visit ISKCON and I'm all good in a few hours. Mainly because this place is so divine and situated on a hill. The breeze will have a refreshing effect on anybody going to ISKCON. Visited July 2014,5,POSITIVE
1624,Trip Advisor,anand_ag121,10/28/14,One and only thing. Peace.,Most peaceful place for me in Bangalore. Whenever I feel low I visit ISKCON and I'm all good in a few hours. Mainly because this place is so divine and situated on a hill. The breeze will have a refreshing effect on anybody going to ISKCON. Visited July 2014,5,POSITIVE
409,Trip Advisor,Kajriart,10/28/14,The Holy Place,Amazing to get the perfect peace and the spent your moments are memorable through out life. The Story of Radhakrisha is explained in a perfect manner. I had there with my family and reaally enjoyed the art the way of display. Visited October 2014,5,POSITIVE
1627,Trip Advisor,Kajriart,10/28/14,The Holy Place,Amazing to get the perfect peace and the spent your moments are memorable through out life. The Story of Radhakrisha is explained in a perfect manner. I had there with my family and reaally enjoyed the art the way of display. Visited October 2014,5,POSITIVE
407,Trip Advisor,phanisaila,10/28/14,excellent place to visit,the ambience of the temple is excellent and we will get good spiritual feeling by visiting this temple. but this is little far from the city centre. Visited October 2014,4,POSITIVE
1625,Trip Advisor,phanisaila,10/28/14,excellent place to visit,the ambience of the temple is excellent and we will get good spiritual feeling by visiting this temple. but this is little far from the city centre. Visited October 2014,4,POSITIVE
408,Trip Advisor,VivBhat009,10/28/14,What a place!!! Jai Sri Krishn,"I have been a regular visitor to ISKCON Bangalore. It is a place for ultimate bliss. The deities are dressed so well, the sight is so enchanting, it is sure to leave you mesmerized. Make sure you sit for sometime in front of the deities and to consume prasadam, which is given free for everybody as you exit. A wide variety of books are available for purchase, many of them will leave to keep thinking. A variety of restaurants and food stalls are also available. Also do not forget to take home som",5,POSITIVE
1626,Trip Advisor,VivBhat009,10/28/14,What a place!!! Jai Sri Krishna,"I have been a regular visitor to ISKCON Bangalore. It is a place for ultimate bliss. The deities are dressed so well, the sight is so enchanting, it is sure to leave you mesmerized. Make sure you sit for sometime in front of the deities and to consume prasadam, which is given free for everybody as you exit. A wide variety of books are available for purchase, many of them will leave to keep thinking. A variety of restaurants and food stalls are also available. Also do not forget to take home some sovenier as a memory. Visited October 2014",5,POSITIVE
405,Trip Advisor,yahoo42,10/28/14,temple visit,very nice & must be visited this place once at least. you can fine more peace at this ISCKON Sri Radha krishna-chandra temple. Not much crowded compare to other well known temples Visited June 2014 very nice & must be visited this place once at least. you can fine more peace at this ISCKON Sri Radha krishna-chandra temple. Not much crowded compare to other well known temples Visited June 2014,5,POSITIVE
1623,Trip Advisor,yahoo42,10/28/14,temple visit,very nice & must be visited this place once at least. you can fine more peace at this ISCKON Sri Radha krishna-chandra temple. Not much crowded compare to other well known temples Visited June 2014 very nice & must be visited this place once at least. you can fine more peace at this ISCKON Sri Radha krishna-chandra temple. Not much crowded compare to other well known temples Visited June 2014,5,POSITIVE
452,Trip Advisor,anshumanj2014,10/29/14,Excellent Ambiance,Very nice & must be visited this place once at least. you can fine more peace at this ISCKON Sri Radha krishna-chandra temple. The shops were nice Quaity Food For sale .Not much crowded compare to other well known temples.,5,POSITIVE
1632,Trip Advisor,anshumanj2014,10/29/14,Excellent Ambiance,Very nice & must be visited this place once at least. you can fine more peace at this ISCKON Sri Radha krishna-chandra temple. The shops were nice Quaity Food For sale .Not much crowded compare to other well known temples.,5,POSITIVE
431,Trip Advisor,AparnaRavi,10/29/14,Peace,"Its a lovely peaceful place - the pure serenity on the face of Lord Krishna coupled with the well decorated temple atmosphere just fills you with joy. There are a lot of other things you can do too like shopping and eating! But ofcourse, I like to go there for the peace and quite and meditate for a while there...a good retreat from the madness of the city!! Visited May 2014",5,POSITIVE
1630,Trip Advisor,AparnaRavi,10/29/14,Peace,"Its a lovely peaceful place - the pure serenity on the face of Lord Krishna coupled with the well decorated temple atmosphere just fills you with joy. There are a lot of other things you can do too like shopping and eating! But ofcourse, I like to go there for the peace and quite and meditate for a while there...a good retreat from the madness of the city!! Visited May 2014",5,POSITIVE
410,Trip Advisor,Rajiv D,10/29/14,Great attraction on the hill,The temple made on the hill top in the mid of Bangalore city with full of religious chanting and atmosphere provides lot of peace in the mind Visited September 2014,5,POSITIVE
1628,Trip Advisor,Rajiv D,10/29/14,Great attraction on the hill,The temple made on the hill top in the mid of Bangalore city with full of religious chanting and atmosphere provides lot of peace in the mind Visited September 2014,5,POSITIVE
453,Trip Advisor,RAKSHA A,10/29/14,Holy Place to go,"We were at ISKCON for the morning Darshan. It was a soothing experience. As it was a sunday morning, there was very little crowd at 7 am. We had good aarti darshan and very pleasent experience - be it parking, shoe-keeping, darshan, prasad etc. It would be good if you can be here in morning and have experience ISKCON is famous for..... Visited October 2014",5,POSITIVE
1633,Trip Advisor,RAKSHA A,10/29/14,Holy Place to go,"We were at ISKCON for the morning Darshan. It was a soothing experience. As it was a sunday morning, there was very little crowd at 7 am. We had good aarti darshan and very pleasent experience - be it parking, shoe-keeping, darshan, prasad etc. It would be good if you can be here in morning and have experience ISKCON is famous for..... Visited October 2014",5,POSITIVE
423,Trip Advisor,rockspeeder,10/29/14,Great place for devotees,"ambiance and culture The temple has a unique way to calm down your temper. You must visit this temple whenever you are in Bangalore, the 108 times, chanting of Hare risna and Hare Rama before you visit the temple, clams you down from hectic city life. You must not miss the evening prayers Visited August 2014",5,POSITIVE
1634,Trip Advisor,rockspeeder,10/29/14,Great place for devotees,"ambiance and culture The temple has a unique way to calm down your temper. You must visit this temple whenever you are in Bangalore, the 108 times, chanting of Hare risna and Hare Rama before you visit the temple, clams you down from hectic city life. You must not miss the evening prayers Visited August 2014",5,POSITIVE
451,Trip Advisor,Tapan N,10/29/14,ISKCON Sri Radha Krishna-Chand,"ISKCON Sri Radha Krishna temple was inaugurated in the year 1997. It is not just a temple, but a cultural complex housing the temples dedicated to the Deities of Sri Sri Radha Krishnachandra, Sri Sri Krishna Balarama, Sri Sri Nitai Gauranga, Sri Srinivasa Govinda and Sri Prahlada Narasimha. Visited August 2014",5,POSITIVE
1631,Trip Advisor,Tapan N,10/29/14,ISKCON Sri Radha Krishna-Chandra Temple,"ISKCON Sri Radha Krishna temple was inaugurated in the year 1997. It is not just a temple, but a cultural complex housing the temples dedicated to the Deities of Sri Sri Radha Krishnachandra, Sri Sri Krishna Balarama, Sri Sri Nitai Gauranga, Sri Srinivasa Govinda and Sri Prahlada Narasimha. Visited August 2014",5,POSITIVE
430,Trip Advisor,trpathi,10/29/14,Temple,This is very pleasent temple in Banglore and every body must visit to this temple if he is visiting to Bangalore. Visited October 2014,5,POSITIVE
1629,Trip Advisor,trpathi,10/29/14,Temple,This is very pleasent temple in Banglore and every body must visit to this temple if he is visiting to Bangalore. Visited October 2014,5,POSITIVE
176,Google + HK HILL,Chethan chethu,10/30/14,,This is a amezing place radhe krishna,4,POSITIVE
173,Google + HK HILL,nivrithi Trust,10/30/14,,A corporate temple. Excellent.,3,MIXED
454,Trip Advisor,PratSon,10/30/14,Good temple infrastructure,Temple is located near to orion mall. infrastructure is good. Easily reachable by metro and buses. And even the food is also good. Good sighseeing if you visit bangalore Visited October 2014,3,POSITIVE
1635,Trip Advisor,PratSon,10/30/14,Good temple infrastructure,Temple is located near to orion mall. infrastructure is good. Easily reachable by metro and buses. And even the food is also good. Good sighseeing if you visit bangalore Visited October 2014,3,POSITIVE
457,Trip Advisor,mehrotra,10/31/14,Must visit ISKON,Iskon is one the best temples in bangalore. Best time to visit is after noon around 4 on weekdays when you will find less rush. Also there is a good restaurant inside which offers excellent food. Visited November 2013,5,POSITIVE
1638,Trip Advisor,mehrotra,10/31/14,Must visit ISKON,Iskon is one the best temples in bangalore. Best time to visit is after noon around 4 on weekdays when you will find less rush. Also there is a good restaurant inside which offers excellent food. Visited November 2013,5,POSITIVE
455,Trip Advisor,nourriturous,10/31/14,Must Visit,Located in middle of Bangalore West. Quiet and peaceful place. Ample parking. Nice staff. Good Holy surrounding! Visited May 2014,5,POSITIVE
1636,Trip Advisor,nourriturous,10/31/14,Must Visit,Located in middle of Bangalore West. Quiet and peaceful place. Ample parking. Nice staff. Good Holy surrounding! Visited May 2014,5,POSITIVE
456,Trip Advisor,Richard F,10/31/14,Highly Commercial,You pay to experience a barefoot walk through a 1980's temple where you can't take any photos and the main goal is to sell you something. Vendor after vendor as you walk along the set path with railings on both sides of you that guide you through the temple. You could see where this would be such a nice place if they would have not turned it into such a commercial attraction. Visited October 2014,1,NEGATIVE
1637,Trip Advisor,Richard F,10/31/14,Highly Commercial,You pay to experience a barefoot walk through a 1980's temple where you can't take any photos and the main goal is to sell you something. Vendor after vendor as you walk along the set path with railings on both sides of you that guide you through the temple. You could see where this would be such a nice place if they would have not turned it into such a commercial attraction. Visited October 2014,1,NEGATIVE
458,Trip Advisor,savi_jha,11/3/14,SHOWER OF SPIRITUALITY,The visitors of banglore must visit here atleast once. enchanting the name of krishna continuously makes the whole atmosphere spiritual. the evening view of sunset from the top of the temple is really beautiful. the most memorable thng in the temple was the glimpse of the temple in the glasses just opposite to the main statue. overall a good experience.,4,POSITIVE
1639,Trip Advisor,savi_jha,11/3/14,SHOWER OF SPIRITUALITY,The visitors of banglore must visit here atleast once. enchanting the name of krishna continuously makes the whole atmosphere spiritual. the evening view of sunset from the top of the temple is really beautiful. the most memorable thng in the temple was the glimpse of the temple in the glasses just opposite to the main statue. overall a good experience.,4,POSITIVE
459,Trip Advisor,amitpandya_2006,11/4/14,Very Good Mall to purchase spi,It's more kind of mall to purchase spiritual and other items and enjoy veg food and pastries etc. Temple is just part of the show. Should be visited once to have idea of business. Keep at-least INR 50/person ready you will definitely spend.,4,NEGATIVE
1640,Trip Advisor,amitpandya_2006,11/4/14,"Very Good Mall to purchase spiritual Items, Veg Food Very Good. Oops Temple is also there",It's more kind of mall to purchase spiritual and other items and enjoy veg food and pastries etc. Temple is just part of the show. Should be visited once to have idea of business. Keep at-least INR 50/person ready you will definitely spend.,4,NEGATIVE
162,Google + HK HILL,Kedar Lathkar,11/4/14,,really nice temple. iskon has really nice radhe krishna temple world wide.,5,POSITIVE
460,Trip Advisor,Rhiannon D,11/4/14,An experience like never befor,"I've never been to a temple until ISKCON. What an amazing place to visit. The lines can get very long, you need to remove your shoes (I wore socks), and you can't take any cameras in. You will have to go through security so don't try to sneak a camera in...they will make you check it in so just leave in your car if you can. Beautiful place though and well worth it to go. Visited October 2014",4,POSITIVE
1641,Trip Advisor,Rhiannon D,11/4/14,An experience like never before,"I've never been to a temple until ISKCON. What an amazing place to visit. The lines can get very long, you need to remove your shoes (I wore socks), and you can't take any cameras in. You will have to go through security so don't try to sneak a camera in...they will make you check it in so just leave in your car if you can. Beautiful place though and well worth it to go. Visited October 2014",4,POSITIVE
461,Trip Advisor,chetu7,11/5/14,Peacefull place nearby Orion,The place was very neat and good maintenance. Inside of the temple was a great architecture and would amuse anyone with their procedures of worshiping the god. But the food mall near exit looked like a commercial store where few things will be sold for few extra bucks for making money from any devotee... As any one would spend on either food or devotional items.Visited July 2014,5,POSITIVE
1642,Trip Advisor,chetu7,11/5/14,Peacefull place nearby Orion mall.,The place was very neat and good maintenance. Inside of the temple was a great architecture and would amuse anyone with their procedures of worshiping the god. But the food mall near exit looked like a commercial store where few things will be sold for few extra bucks for making money from any devotee... As any one would spend on either food or devotional items.Visited July 2014,5,POSITIVE
462,Trip Advisor,ykiran77,11/5/14,ISKCON Temple Bengaluru,A good temple with shopping of various eateries and other things. To have enough time for one visit since always it is crowded and has long queues for darshan. Holy atmosphere with prayers and pooja for Lord Srikrishna.,5,POSITIVE
1643,Trip Advisor,ykiran77,11/5/14,ISKCON Temple Bengaluru,A good temple with shopping of various eateries and other things. To have enough time for one visit since always it is crowded and has long queues for darshan. Holy atmosphere with prayers and pooja for Lord Srikrishna.,5,POSITIVE
463,Trip Advisor,Rajanish B,11/6/14,Dont go if you are looking for,I hail from a place whereI live next to Sri Durga Temple. When ever I step inside the temple it has got a spiritual environment. ISKCON lacks that. Its is very commercialized temple.,2,NEGATIVE
1644,Trip Advisor,Rajanish B,11/6/14,Dont go if you are looking for spiritual serene environment,I hail from a place whereI live next to Sri Durga Temple. When ever I step inside the temple it has got a spiritual environment. ISKCON lacks that. Its is very commercialized temple.,2,NEGATIVE
465,Trip Advisor,udit2000,11/6/14,Heavenly abode,looking for nirvana.... visit ISKCON. Excellent location and arrangements. clean and serene atmosphere. feel closer to HIM,5,POSITIVE
1646,Trip Advisor,udit2000,11/6/14,Heavenly abode,looking for nirvana.... visit ISKCON. Excellent location and arrangements. clean and serene atmosphere. feel closer to HIM,5,POSITIVE
464,Trip Advisor,Venki V,11/6/14,Lord Krishna is the idol of is,"Hello guys , Iskcon its giving daily to devotees for Darshan. Iskcon includes all gods in one place and also their selling devotional books, photos and many more. Iskcon timings for Darshan 4.15 am to 8.15 pm. So kindly visit the before timings. Iskcon group is helping for poor students. And supply food to schools its like Anna dasoha program is organised by iskcon temple.",5,POSITIVE
1645,Trip Advisor,Venki V,11/6/14,Lord Krishna is the idol of iskon,"Hello guys , Iskcon its giving daily to devotees for Darshan. Iskcon includes all gods in one place and also their selling devotional books, photos and many more. Iskcon timings for Darshan 4.15 am to 8.15 pm. So kindly visit the before timings. Iskcon group is helping for poor students. And supply food to schools its like Anna dasoha program is organised by iskcon temple.",5,POSITIVE
466,Trip Advisor,Bharat1982,11/7/14,Spiritual place in Bangalore,SKCON bangalore is a great place to go. Visited the temple during night time and it was excellent night view. The place was very neat and good maintenance. Inside of the temple was a great architecture and would amuse anyone with their procedures of worshiping.To have enough time for one visit since always it is crowded and has long queues for darshan. Holy atmosphere with prayers and pooja for Lord Srikrishna.Visited October 2014,5,POSITIVE
1647,Trip Advisor,Bharat1982,11/7/14,Spiritual place in Bangalore,SKCON bangalore is a great place to go. Visited the temple during night time and it was excellent night view. The place was very neat and good maintenance. Inside of the temple was a great architecture and would amuse anyone with their procedures of worshiping.To have enough time for one visit since always it is crowded and has long queues for darshan. Holy atmosphere with prayers and pooja for Lord Srikrishna.Visited October 2014,5,POSITIVE
467,Trip Advisor,Hsaka,11/7/14,Splendid Art of God ,The art on the ceiling and idols of lord Krishna is a great plus point to this attraction. Now this place has become more like a picnic spot wer u will get bakery to eat at the end of the temple. Just visiting once will be a good enough not frequently.,3,NEGATIVE
1648,Trip Advisor,Hsaka,11/7/14,Splendid Art of God ,"I'm a life member of Iskcon and I frequently visit Iskcon temples worldwide. Iskcon Bangalore is one of the best kept and managed temples I've visited. The food and service at the restaurant Higher Taste is excellent. My one request to the management is please stop using Hydrogenated Vegetable Oil/fats in your baked goods, biscuits etc sold at the many stalls and anywhere else it might be being used in other food preparations at the temple, since Hydrogenated Oils/Fats are a major cause of heart",3,NEGATIVE
168,Google + HK HILL,Shalesh Sharma,11/7/14,,"Iskcon Bangalore is one of the best destination in town. And better than one Iskcon temple located in Tirupati. The temple is having a great commercial area where you can buy so much of stuffs including food, beverages, clothes, trendy items which is having Krishna themes, Antique shop, devotional books etc etc. Try to visit and spend some time to listening their Bhajans as well.Visited November 2014",5,POSITIVE
450,Trip Advisor,sujithbhakthan,11/7/14,One of the best in town,"Iskcon Bangalore is one of the best destination in town. And better than one Iskcon temple located in Tirupati. The temple is having a great commercial area where you can buy so much of stuffs including food, beverages, clothes, trendy items which is having Krishna themes, Antique shop, devotional books etc etc. Try to visit and spend some time to listening their Bhajans as well.Visited November 2014",5,POSITIVE
1649,Trip Advisor,sujithbhakthan,11/7/14,One of the best in town,AS per the norms of the ISKCON the place is kept very neat and tidy. Worth for a peaceful area and soul searching. Can spend 3-4 hours worth going in afternoon in order to avoid the rush,5,POSITIVE
449,Trip Advisor,TVREDDY02,11/8/14,PLACE TO SEE,AS per the norms of the ISKCON the place is kept very neat and tidy. Worth for a peaceful area and soul searching. Can spend 3-4 hours worth going in afternoon in order to avoid the rush,5,POSITIVE
1650,Trip Advisor,TVREDDY02,11/8/14,PLACE TO SEE,"Bangalore ISKCON is one of the largest ISKCON's in Asia and like most of their temples, it is a clean place which is managed properly. Visiting the sanctum sanctorum is really an amazing experience. It is best to go early as lines to build up during the day, but even then it is well managed. Enough places to eat...higher taste is a really classy place to have food. Visited December 2013",5,POSITIVE
432,Trip Advisor,IlaJain,11/9/14,Holy experience,"Bangalore ISKCON is one of the largest ISKCON's in Asia and like most of their temples, it is a clean place which is managed properly. Visiting the sanctum sanctorum is really an amazing experience. It is best to go early as lines to build up during the day, but even then it is well managed. Enough places to eat...higher taste is a really classy place to have food. Visited December 2013",5,POSITIVE
1651,Trip Advisor,IlaJain,11/9/14,Holy experience,??? what a commercialisation..!!,5,POSITIVE
166,Google + HK HILL,Vishal Pawar,11/9/14,,"A friend took us to ISKCON for the 7 AM darshana. I am not Hindu, but it was an enlightening and enlivening spiritual experience. Thanks to our friend who gave us commentaries every now and then about what is happening during the ceremony. The energy all around (with all the dancing and singing) was contagious. The temple is very clean and well maintained despite the huge number of people visiting the place. It was my first time to visit a Hindu temple, and it made a good impression. After the c",1,NEGATIVE
433,Trip Advisor,balotadventures,11/10/14,"Clean, beautiful place of wors","A friend took us to ISKCON for the 7 AM darshana. I am not Hindu, but it was an enlightening and enlivening spiritual experience. Thanks to our friend who gave us commentaries every now and then about what is happening during the ceremony. The energy all around (with all the dancing and singing) was contagious. The temple is very clean and well maintained despite the huge number of people visiting the place. It was my first time to visit a Hindu temple, and it made a good impression. After the ceremony, we had light breakfast treats from one of their cafeteria stalls. On our way out, we got to chug down some ""food from the gods"" that are served on dried bowl-shaped leaves. It warmed our tummies and our hearts. :)",4,POSITIVE
1652,Trip Advisor,balotadventures,11/10/14,"Clean, beautiful place of worship","more quick than KFC or McDO , its place to have a clean and good food try Jalevi , very crunchy which i had a very liked it",4,POSITIVE
434,Trip Advisor,SPACHHAI,11/10/14,Quick serve,"more quick than KFC or McDO , its place to have a clean and good food try Jalevi , very crunchy which i had a very liked it",4,MIXED
1653,Trip Advisor,SPACHHAI,11/10/14,Quick serve,This is a temple as if as the temples we see abroad. They are clean and neat. Well maintained and well organised temple. The deities are made of marble and are too good to see.,4,MIXED
436,Trip Advisor,Arun A,11/11/14,Well organised temple,This is a temple as if as the temples we see abroad. They are clean and neat. Well maintained and well organised temple. The deities are made of marble and are too good to see.,4,POSITIVE
1655,Trip Advisor,Arun A,11/11/14,Well organised temple,Excellent place to visit. Huge modern temple and a great place to visit during evenings. Do not forget to visit the Higher Taste Restaurant. Excellent Vegetarian Food (Little expensive but good quality). Do not miss lunch buffet if you visit in the morning hours.,4,POSITIVE
439,Trip Advisor,Brinda2001,11/11/14,Excellent Place,Excellent place to visit. Huge modern temple and a great place to visit during evenings. Do not forget to visit the Higher Taste Restaurant. Excellent Vegetarian Food (Little expensive but good quality). Do not miss lunch buffet if you visit in the morning hours.,5,POSITIVE
1658,Trip Advisor,Brinda2001,11/11/14,Excellent Place,The temple is located on top of a hillock in the city and can be reached by way of transport. A climb and the view of the city is marvellous. The main deity is showing himself in all splendour and you will be moved with emotions standing in front of the deity. The place is well kept by the volunteers to keep the divine atmosphere. There are few restaurant also where you can get the prasadams as well as the typical vegetarian menu.,5,POSITIVE
435,Trip Advisor,captrk31,11/11/14,A spiritual trip,The temple is located on top of a hillock in the city and can be reached by way of transport. A climb and the view of the city is marvellous. The main deity is showing himself in all splendour and you will be moved with emotions standing in front of the deity. The place is well kept by the volunteers to keep the divine atmosphere. There are few restaurant also where you can get the prasadams as well as the typical vegetarian menu.,3,POSITIVE
1654,Trip Advisor,captrk31,11/11/14,A spiritual trip,"The Temple, though, situated in the heart of Bengaluru City has a large campus. It is easily reachable from all the corners of Bengaluru and is a popular landmark in the City. The steps, though pose a little strain to the elderly people, are comfortable to climb and makes the visit really pleasant. The main temple is located in a very spacious hall, where meditation can be done with peace. The prasadam ( pongal ) provided by the Temple is nutritious. There are several marriage halls in the templ",3,POSITIVE
442,Trip Advisor,chandramouli1949,11/11/14,A great place to visit,"The Temple, though, situated in the heart of Bengaluru City has a large campus. It is easily reachable from all the corners of Bengaluru and is a popular landmark in the City. The steps, though pose a little strain to the elderly people, are comfortable to climb and makes the visit really pleasant. The main temple is located in a very spacious hall, where meditation can be done with peace. The prasadam ( pongal ) provided by the Temple is nutritious. There are several marriage halls in the temple complex. By and large, visiting this Temple makes a great and memorable experience.",4,POSITIVE
1661,Trip Advisor,chandramouli1949,11/11/14,A great place to visit,"It is a serene place with discipline, cleanliness as the main attraction. A important ritual is to step on 108 steps and chant hare ram hare krishna loudly and reach the temple sanctorum... is again an amazing experience.The food or prasad available inside the temple premises is good.. but the temple prasad which is given for free is amazing and fulfilling....The positive energy is contagious.",4,POSITIVE
437,Trip Advisor,mallikanayak70,11/11/14,Spirituality at its best,"It is a serene place with discipline, cleanliness as the main attraction. A important ritual is to step on 108 steps and chant hare ram hare krishna loudly and reach the temple sanctorum... is again an amazing experience.The food or prasad available inside the temple premises is good.. but the temple prasad which is given for free is amazing and fulfilling....The positive energy is contagious.",4,POSITIVE
1656,Trip Advisor,mallikanayak70,11/11/14,Spirituality at its best,the feel and atmosphere will make you feel very pleasant its a place to really relax your mind and devote to the lord,4,POSITIVE
444,Trip Advisor,nimmi1972,11/11/14,amazing temple,the feel and atmosphere will make you feel very pleasant its a place to really relax your mind and devote to the lord,5,POSITIVE
1663,Trip Advisor,nimmi1972,11/11/14,amazing temple,"Never miss visiting this temple when in BENGALURU. It is maintained very well, clean and tidy. The morning Aarthi and the night Aarthi you just cannot miss it. The idols are beautifully decorated; the queue system will ensure good Darshan of the God. There are many attractions in the complex like 4D movie, exhibition highlighting the spiritual history. The comples has a good shopping area, eatery and an Organic store. One need to spare 2 to 3 hours in this beautiful temple complex. It's worth a",5,POSITIVE
438,Trip Advisor,PRASAD GUPTA D,11/11/14,WORTH A VISIT IN BENGALURU,"Never miss visiting this temple when in BENGALURU. It is maintained very well, clean and tidy. The morning Aarthi and the night Aarthi you just cannot miss it. The idols are beautifully decorated; the queue system will ensure good Darshan of the God. There are many attractions in the complex like 4D movie, exhibition highlighting the spiritual history. The comples has a good shopping area, eatery and an Organic store. One need to spare 2 to 3 hours in this beautiful temple complex. It's worth a visit.",5,POSITIVE
1657,Trip Advisor,PRASAD GUPTA D,11/11/14,WORTH A VISIT IN BENGALURU,"I went to this place with my parents visiting Bangalore. The temple is well organised and very clean and beautiful. A nice place to visit with your family. They have entry tickets, family/ groups... every one is made to take part in aarti... the temple from inside is very beautiful with all the diyas and lamps lit... I will definitely recommend this place for a visit.",5,POSITIVE
441,Trip Advisor,priyanka_nagpal,11/11/14,beautiful temple,"I went to this place with my parents visiting Bangalore. The temple is well organised and very clean and beautiful. A nice place to visit with your family. They have entry tickets, family/ groups... every one is made to take part in aarti... the temple from inside is very beautiful with all the diyas and lamps lit... I will definitely recommend this place for a visit.",4,POSITIVE
1660,Trip Advisor,priyanka_nagpal,11/11/14,beautiful temple,visited 3 times till now. not much of crowd. after darshan they has arrangements of shopping as well and food as well.,4,POSITIVE
445,Trip Advisor,Rajnish K,11/11/14,Maintained well,visited 3 times till now. not much of crowd. after darshan they has arrangements of shopping as well and food as well.,4,POSITIVE
1664,Trip Advisor,Rajnish K,11/11/14,Maintained well,"Visited many times with family and alone. Love this place especially the morning 7:00am pooja. The place is for worship of LORD KRISHNA. Beautifully maintained and very clean. They have multimedia show about Krishna for kids, the kids will love this. They have paintings and other items for sale. They have veg yummy food for all. They also have a program called Hare Krishna Food for Life which provides food for the needy and during natural calamity or War effected areas.",4,POSITIVE
443,Trip Advisor,Ranganath V,11/11/14,Gods own place....,"Visited many times with family and alone. Love this place especially the morning 7:00am pooja. The place is for worship of LORD KRISHNA. Beautifully maintained and very clean. They have multimedia show about Krishna for kids, the kids will love this. They have paintings and other items for sale. They have veg yummy food for all. They also have a program called Hare Krishna Food for Life which provides food for the needy and during natural calamity or War effected areas.",5,POSITIVE
1662,Trip Advisor,Ranganath V,11/11/14,Gods own place....,"Bangalore ISKCON is one of the places which i always like to visit. Well maintained temple with clean surroundings. It has great energy right from the entry till exit and we can feel so calm and happy trough out our day. Along with pooja, lots of shops spread over with different items like idols, gift items, kurthas, books, Food items and more. IMPORTANT: Don't miss seeing the temple ceiling from inside, which consists of ""SRI KIRSHNA LILALU"" Pictures.Best place for devotees, and ""must vist"" pla",5,POSITIVE
446,Trip Advisor,Sandeep0512,11/11/14,Beautiful at peaceful place,"Bangalore ISKCON is one of the places which i always like to visit. Well maintained temple with clean surroundings. It has great energy right from the entry till exit and we can feel so calm and happy trough out our day. Along with pooja, lots of shops spread over with different items like idols, gift items, kurthas, books, Food items and more. IMPORTANT: Don't miss seeing the temple ceiling from inside, which consists of ""SRI KIRSHNA LILALU"" Pictures.Best place for devotees, and ""must vist"" place for others.",5,POSITIVE
